,Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
5399,3639-XJHKQ,Female,52,No,No,Yes,19,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,No
5400,3716-LRGXK,Male,27,No,Yes,No,60,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,No
5401,2263-SFSQZ,Male,46,No,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,No
5402,9950-MTGYX,Male,30,No,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.3,487.95,No
5403,3397-AVTKU,Male,64,No,No,No,43,Yes,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,60.0,2548.55,No
5404,4825-FUREZ,Male,49,No,Yes,No,42,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,835.5,No
5405,2672-OJQZP,Female,35,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,44.75,No
5406,3134-DSHVC,Female,49,No,No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two Year,No,Credit Card,98.0,6218.45,No
5407,7821-DPRQE,Male,25,No,Yes,No,68,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,No
5408,2001-EWBQU,Female,23,No,No,No,60,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,104.7,6333.8,No
5409,6695-AMZUF,Female,31,No,Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,No
5410,8410-BGQXN,Male,26,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,93.4,No
5411,1619-YWUBB,Female,38,No,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1614.9,No
5412,7611-YKYTC,Male,50,No,Yes,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.0,1573.95,No
5413,0365-GXEZS,Male,55,No,Yes,No,18,Yes,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,No
5414,0082-OQIQY,Male,50,No,No,No,29,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,2607.6,No
5415,3606-SBKRY,Male,35,No,No,No,31,No,No,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,1523.4,No
5416,0667-NSRGI,Female,45,No,Yes,No,48,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,69.55,3435.6,No
5417,6893-ODYYE,Male,34,No,No,No,50,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,90.1,4549.45,No
5418,8242-JSVBO,Male,22,No,No,No,7,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.65,322.5,No
5419,9541-ZPSEA,Male,25,No,Yes,Yes,68,Yes,No,Yes,Yes,No,Yes,No,No,No,Two Year,No,Credit Card,80.35,5375.15,No
5420,1139-WUOAH,Male,33,No,No,No,57,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.35,3090.05,No
5421,4693-VWVBO,Female,60,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.55,61.05,No
5422,6937-GCDGQ,Male,59,No,Yes,Yes,19,Yes,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,48.95,955.6,No
5423,0988-JRWWP,Female,50,No,No,No,3,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,No
5424,5075-JSDKI,Female,64,No,No,No,59,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1493.1,No
5425,8644-XYTSV,Male,37,No,Yes,No,42,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,No
5426,3873-WOSBC,Male,58,No,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1784.9,No
5427,7465-ZZRVX,Male,63,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,No
5428,7975-JMZNT,Male,19,No,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,91.7,6075.9,No
5429,7251-XFOIL,Female,60,No,No,No,61,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,No
5430,4116-IQRFR,Male,55,No,Yes,Yes,4,Yes,Yes,No,No,No,No,No,No,No,One Year,No,Credit Card,24.1,73.1,No
5431,8259-DZLIZ,Female,53,No,Yes,Yes,64,Yes,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,53.85,3399.85,No
5432,7853-WNZSY,Male,58,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,No
5433,3120-FAZKD,Male,19,No,Yes,Yes,54,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1230.9,No
5434,8606-OEGQZ,Female,45,No,No,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.3,454.65,No
5435,0225-ZORZP,Male,46,No,No,No,3,Yes,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,No
5436,9489-JMTTN,Female,41,No,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.75,6595.9,No
5437,0967-BMLBD,Female,37,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,196.35,No
5438,2830-LEWOA,Male,37,No,Yes,Yes,61,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,No
5439,5006-MXVRN,Female,23,No,No,No,39,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.7,762.45,No
5440,8327-WKMIE,Male,36,No,No,No,37,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,785.75,No
5441,6917-FIJHC,Female,60,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,No
5442,7797-EJMDP,Female,34,No,No,No,8,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,No
5443,3530-VWVGU,Female,27,No,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,400.3,No
5444,6368-NWMCE,Female,61,No,No,No,38,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,68.15,2656.3,No
5445,3633-CDBUW,Male,25,No,No,Yes,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,80.85,1445.95,No
5446,3956-MGXOG,Female,62,No,No,No,28,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2244.95,No
5447,9274-UARKJ,Female,60,No,No,No,15,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.2,1130.0,No
5448,4077-HWUYD,Male,59,No,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.55,6463.15,No
5449,0103-CSITQ,Female,20,No,Yes,No,57,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,6252.7,No
5450,8671-KKKOS,Female,50,No,Yes,No,46,No,No,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,No
5451,7305-ZWMAJ,Male,45,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.7,587.1,No
5452,6578-KRMAW,Male,22,No,No,No,32,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,93.4,2979.3,No
5453,4860-IJUDE,Male,34,No,No,No,13,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.75,956.65,No
5454,9688-YGXVR,Female,35,No,No,No,44,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,88.15,3973.2,No
5455,1945-XISKS,Female,22,No,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1335.2,No
5456,5360-LJCNJ,Female,37,No,Yes,No,71,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.15,7555.0,No
5457,2607-FBDFF,Male,32,No,No,No,1,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,49.0,49.0,No
5458,1100-DDVRV,Male,27,No,Yes,No,17,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,No
5459,6728-WYQBC,Male,52,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,20.95,No
5460,7216-KAOID,Male,27,No,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,798.2,No
5461,6145-NNPNO,Female,45,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.15,44.15,No
5462,5339-TJFEK,Male,22,No,Yes,Yes,62,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,No
5463,2074-GUHPQ,Female,37,No,No,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,92.7,1556.85,No
5464,4625-XMOYM,Female,37,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.25,1988.05,No
5465,5827-MWCZK,Male,39,No,Yes,Yes,56,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,96.95,5432.2,No
5466,1385-TQOZW,Female,32,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,147.55,No
5467,5914-XRFQB,Male,58,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8424.9,No
5468,4329-YPDDQ,Male,40,No,No,No,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,No
5469,4804-NCPET,Male,32,No,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,387.4,No
5470,5944-UGLLK,Male,62,No,No,No,53,No,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.9,3045.75,No
5471,7787-BNTZM,Male,56,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,130.5,No
5472,2252-ISRNH,Male,22,No,Yes,Yes,9,Yes,Yes,Yes,No,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,90.35,767.9,No
5473,9415-TPKRV,Female,62,No,Yes,Yes,8,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.75,446.8,No
5474,5322-TEUJK,Female,45,No,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,No
5475,1866-DIOQZ,Female,23,No,Yes,No,71,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,66.8,4689.15,No
5476,8375-KVTHK,Male,43,No,Yes,No,68,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.3,6754.35,No
5477,2697-NQBPF,Male,51,No,No,No,34,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,No
5478,3709-OIJEA,Male,51,No,No,No,26,Yes,No,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,85.2,2184.6,No
5479,1386-ZIKUV,Male,42,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,130.55,No
5480,0599-XNYDO,Female,51,No,Yes,No,20,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,1540.35,No
5481,6377-WHAOX,Female,48,No,Yes,No,60,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,6411.25,No
5482,6855-VLGOS,Male,51,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,No
5483,8746-OQQRW,Male,64,No,No,No,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,101.9,No
5484,3181-MIZBN,Male,40,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,313.4,No
5485,7766-CLTIC,Female,58,No,No,No,10,Yes,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,No
5486,5650-YLIBA,Male,60,No,No,No,31,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,No
5487,0825-CPPQH,Female,26,No,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.1,1372.45,No
5488,9084-OAYKL,Male,29,No,No,No,58,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.8,1212.25,No
5489,6122-LJADA,Male,31,No,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.15,6237.05,No
5490,2400-XIWIO,Female,30,No,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,6310.9,No
5491,7569-NMZYQ,Female,33,No,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.75,8672.45,No
5492,5201-USSQZ,Female,56,No,Yes,No,26,Yes,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,No
5493,2105-PHWON,Female,41,No,Yes,No,33,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.0,3008.15,No
5494,1494-EJZDW,Female,51,No,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,220.8,No
5495,8003-EWNDZ,Female,52,No,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,No
5496,1897-RCFUM,Female,31,No,Yes,Yes,39,Yes,Yes,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.2,914.6,No
5497,9256-JTBNZ,Female,40,No,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.3,246.3,No
5498,2211-RMNHO,Female,36,No,Yes,Yes,68,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560.0,No
5499,2432-TFSMK,Male,43,No,No,No,18,Yes,Yes,Yes,No,No,Yes,No,Yes,No,One Year,Yes,Credit Card,89.6,1633.0,No
5500,4929-ROART,Male,47,No,No,No,18,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,969.85,No
5501,1834-ABKHQ,Female,59,No,Yes,Yes,52,Yes,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,50.95,2610.65,No
5502,1741-WTPON,Male,42,No,Yes,Yes,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,No
5503,3932-IJWDZ,Male,51,No,No,No,45,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,No
5504,1240-HCBOH,Female,45,No,No,No,67,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.1,1759.55,No
5505,3594-KADLU,Male,33,No,Yes,No,3,No,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,35.1,101.1,No
5506,3796-ENZGF,Male,52,No,Yes,No,63,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,67.25,4234.15,No
5507,1734-ZMNTZ,Female,50,No,Yes,Yes,11,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,300.7,No
5508,2853-CWQFQ,Male,20,No,No,Yes,1,Yes,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,No
5509,0813-TAXXS,Male,48,No,No,No,55,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,4323.35,No
5510,2519-TWKFS,Male,34,No,Yes,Yes,25,Yes,Yes,Yes,No,No,No,Yes,No,No,One Year,Yes,Credit Card,55.1,1466.1,No
5511,0626-QXNGV,Female,55,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.15,1776.45,No
5512,6723-CEGQI,Female,33,No,No,Yes,65,No,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,45.25,2933.95,No
5513,4732-RRJZC,Male,31,No,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,144.35,No
5514,9499-XPZXM,Female,45,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Two Year,No,Bank Withdrawal,64.75,4804.75,No
5515,4338-EYCER,Male,57,No,Yes,No,21,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,54.6,1125.2,No
5516,3007-FDPEA,Female,28,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,No
5517,8513-OLYGY,Male,50,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,No
5518,0311-QYWSS,Female,63,No,No,No,6,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,No
5519,8705-DWKTI,Male,58,No,No,No,52,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.8,4331.4,No
5520,3680-CTHUH,Male,22,No,No,No,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,No
5521,1202-KKGFU,Female,24,No,Yes,No,12,Yes,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,54.2,690.5,No
5522,6112-KTHFQ,Female,50,No,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,279.3,No
5523,1852-XEMDW,Male,20,No,No,No,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,65.05,1427.55,No
5524,1820-DJFPH,Female,59,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1709.15,No
5525,9426-SXNHE,Female,23,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.75,53.15,No
5526,9068-FHQHD,Female,42,No,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,No
5527,1269-FOYWN,Male,23,No,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,860.85,No
5528,9895-VFOXH,Female,19,No,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.4,24.4,No
5529,1230-QAJDW,Male,32,No,No,No,3,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,65.25,209.9,No
5530,5701-ZIKJE,Male,28,No,No,No,13,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,50.55,610.75,No
5531,5032-MIYKT,Female,19,No,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.7,70.7,No
5532,7396-VJUZB,Male,33,No,Yes,Yes,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,155.35,No
5533,9717-QEBGU,Male,51,No,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,144.0,No
5534,5172-RKOCB,Male,28,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,No
5535,6509-TSGWN,Female,42,No,Yes,Yes,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,No
5536,3178-CIFOT,Female,34,No,No,No,23,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.65,478.1,No
5537,4530-NDRKU,Female,31,No,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,761.85,No
5538,5985-TBABQ,Female,45,No,No,No,32,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,No
5539,9800-ONTFE,Female,59,No,Yes,Yes,22,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,No
5540,6743-HHQPF,Male,26,No,Yes,No,42,No,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.1,1097.15,No
5541,8455-HIRAQ,Female,56,No,No,No,8,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.45,369.3,No
5542,6616-AALSR,Female,23,No,Yes,Yes,65,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,104.3,6725.3,No
5543,9415-ZNBSX,Female,30,No,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,6293.2,No
5544,4018-KJYUY,Male,43,No,No,Yes,22,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,432.5,No
5545,3884-UEBXB,Female,58,No,Yes,Yes,67,No,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,36.15,2434.45,No
5546,8780-RSYYU,Female,42,No,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,532.1,No
5547,5537-UXXVS,Female,49,No,Yes,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,375.25,No
5548,1791-PQHBB,Female,28,No,No,Yes,2,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.2,125.95,No
5549,8701-DGLVH,Male,36,No,No,No,51,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,1042.65,No
5550,8741-LQOBK,Female,27,No,Yes,Yes,46,No,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,No
5551,8082-GHXOP,Male,20,No,No,Yes,13,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.0,659.35,No
5552,0980-FEXWF,Male,32,No,Yes,Yes,26,Yes,No,Yes,No,No,Yes,No,No,No,One Year,No,Credit Card,50.35,1285.8,No
5553,3011-WQKSZ,Male,41,No,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,377.55,No
5554,8218-FFJDS,Female,21,No,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,6058.95,No
5555,9360-OMDZZ,Male,60,No,No,No,24,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,2322.85,No
5556,0345-XMMUG,Female,29,No,Yes,No,46,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,No
5557,2832-SCUCO,Female,52,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,57.4,No
5558,7036-ZZKBD,Male,56,No,Yes,No,31,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,66.4,2019.8,No
5559,0265-PSUAE,Female,57,No,Yes,Yes,16,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,No
5560,0463-TXOAK,Male,26,No,No,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1334.5,No
5561,0594-UFTUL,Male,35,No,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,252.0,No
5562,9509-MPYOD,Female,34,No,No,No,35,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,700.45,No
5563,9128-CPXKI,Female,36,No,No,No,59,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,5655.45,No
5564,0129-KPTWJ,Male,39,No,Yes,No,72,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,No
5565,5855-EIBDE,Female,35,No,Yes,No,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,106.65,5174.35,No
5566,5365-LLFYV,Female,43,No,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.85,105.6,No
5567,1928-BXYIV,Male,47,No,No,No,1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,61.15,61.15,No
5568,5760-FXFVO,Male,55,No,No,No,6,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,494.95,No
5569,0961-ZWLVI,Male,35,No,No,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,109.2,5290.45,No
5570,5181-OABFK,Female,59,No,Yes,Yes,56,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,61.3,3346.8,No
